"","SeqId","TargetFullName","Target","UniProt","EntrezGeneSymbol","Units","Dilution","PlateScale_Reference","c"
"3203","4964-67","Endoplasmic reticulum aminopeptidase 1","ARTS1","Q9NZ08","ERAP1","RFU",0.5,"6792.4","ERAP1.4964.67"
"3204","4967-1","Complement component 1 Q subcomponent-binding protein, mitochondrial","C1QBP","Q07021","C1QBP","RFU",0.5,"3459.2","C1QBP.4967.1"
"3205","4968-50","Macrophage-capping protein","CAPG","P40121","CAPG","RFU",20,"1450.9","CAPG.4968.50"
"3206","4969-2","Carbonic anhydrase 1","Carbonic anhydrase I","P00915","CA1","RFU",0.5,"24039.9","CA1.4969.2"
"3207","4970-55","Carbonic anhydrase 2","carbonic anhydrase II","P00918","CA2","RFU",20,"234.7","CA2.4970.55"
"3208","4971-1","Cathepsin Z","CATZ","Q9UBR2","CTSZ","RFU",0.5,"1900.4","CTSZ.4971.1"
"3209","4973-18","Baculoviral IAP repeat-containing protein 3","cIAP-2","Q13489","BIRC3","RFU",20,"166.8","BIRC3.4973.18"
"3210","4976-57","Adapter molecule crk","CRK","P46108","CRK","RFU",20,"3714.7","CRK.4976.57"
"3211","4978-54","Drebrin-like protein","DBNL","Q9UJU6","DBNL","RFU",0.5,"1537.4","DBNL.4978.54"
"3212","4979-34","Dermatopontin","DERM","Q07507","DPT","RFU",0.5,"2226.3","DPT.4979.34"
"3213","4981-6","Desmocollin-3","DSC3","Q14574","DSC3","RFU",20,"307.7","DSC3.4981.6"
"3214","4982-54","Elafin","Elafin","P19957","PI3","RFU",0.5,"8358.0","PI3.4982.54"
"3215","4986-59","Focal adhesion kinase 1","FAK1","Q05397","PTK2","RFU",20,"194.0","PTK2.4986.59"
"3216","4987-17","Immunoglobulin alpha Fc receptor","FCAR","P24071","FCAR","RFU",20,"320.5","FCAR.4987.17"
"3217","4988-49","Fibroblast growth factor receptor 4","FGFR4","P22455","FGFR4","RFU",20,"934.2","FGFR4.4988.49"
"3218","4989-7","Fibrinogen gamma chain","Fibrinogen g-chain dimer","P02679","FGG","RFU",0.005,"42300.9","FGG.4989.7"
"3219","4990-87","Platelet glycoprotein Ib alpha chain","GP1BA","P07359","GP1BA","RFU",0.5,"1523.9","GP1BA.4990.87"
"3220","4991-12","Glypican-5","GPC5","P78333","GPC5","RFU",20,"811.5","GPC5.4991.12"
"3221","4992-49","Granulins","GRN","P28799","GRN","RFU",0.5,"14331.0","GRN.4992.49"
"3222","4993-16","Glutathione S-transferase A3","GSTA3","Q16772","GSTA3","RFU",20,"202.2","GSTA3.4993.16"
"3223","4995-16","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","HPG-","P15428","HPGD","RFU",0.5,"1365.3","HPGD.4995.16"
"3224","4996-66","Histidine-rich glycoprotein","HRG","P04196","HRG","RFU",0.005,"1692.3","HRG.4996.66"
"3225","4997-19","Eukaryotic initiation factor 4A-III","IF4A3","P38919","EIF4A3","RFU",20,"334.9","EIF4A3.4997.19"
"3226","5000-52","Galectin-3-binding protein","LG3BP","Q08380","LGALS3BP","RFU",0.5,"12921.6","LGALS3BP.5000.52"
"3227","5001-6","Mammaglobin-B","Mammaglobin 2","O75556","SCGB2A1","RFU",0.5,"7735.1","SCGB2A1.5001.6"
"3228","5002-76","Matrix metalloproteinase-14","MMP-14","P50281","MMP14","RFU",20,"632.1","MMP14.5002.76"
"3229","5004-69","Mitogen-activated protein kinase 11","MK11","Q15759","MAPK11","RFU",20,"545.2","MAPK11.5004.69"
"3230","5005-4","Mitogen-activated protein kinase 12","MK12","P53778","MAPK12","RFU",20,"470.8","MAPK12.5005.4"
"3231","5006-71","Mitogen-activated protein kinase 13","MK13","O15264","MAPK13","RFU",20,"315.9","MAPK13.5006.71"
"3232","5007-1","Mitogen-activated protein kinase 14","MAPK14","Q16539","MAPK14","RFU",0.5,"1173.8","MAPK14.5007.1"
"3233","5008-51","Superoxide dismutase [Mn], mitochondrial","Mn SOD","P04179","SOD2","RFU",0.5,"28706.6","SOD2.5008.51"
"3234","5009-11","Moesin","Moesin","P26038","MSN","RFU",20,"799.0","MSN.5009.11"
"3235","5011-11","Nicotinamide phosphoribosyltransferase","PBEF","P43490","NAMPT","RFU",20,"3066.2","NAMPT.5011.11"
"3236","5012-67","Adenylate kinase isoenzyme 1","Myokinase, human","P00568","AK1","RFU",0.5,"10520.9","AK1.5012.67"
"3237","5013-2","Chloride intracellular channel protein 1","NCC27","O00299","CLIC1","RFU",20,"5715.3","CLIC1.5013.2"
"3238","5014-49","Cytoplasmic protein NCK1","NCK1","P16333","NCK1","RFU",20,"578.1","NCK1.5014.49"
"3239","5015-15","Platelet-activating factor acetylhydrolase","PAFAH","Q13093","PLA2G7","RFU",0.5,"19698.3","PLA2G7.5015.15"
"3240","5017-19","Peroxiredoxin-5, mitochondrial","Peroxiredoxin-5","P30044","PRDX5","RFU",20,"304.0","PRDX5.5017.19"
"3241","5018-68","Peroxiredoxin-6","Peroxiredoxin-6","P30041","PRDX6","RFU",0.5,"21614.2","PRDX6.5018.68"
"3243","5020-50","Phosphoglycerate kinase 1","phosphoglycerate kinase 1","P00558","PGK1","RFU",20,"2213.4","PGK1.5020.50"
"3244","5021-13","Inorganic pyrophosphatase","PPase","Q15181","PPA1","RFU",0.5,"1726.2","PPA1.5021.13"
"3245","5023-23","Adenylosuccinate lyase","PUR8","P30566","ADSL","RFU",20,"5718.2","ADSL.5023.23"
"3246","5024-67","Retinoblastoma-associated protein","Rb","P06400","RB1","RFU",20,"2126.7","RB1.5024.67"
"3247","5026-66","40S ribosomal protein S3","RS3","P23396","RPS3","RFU",20,"245.0","RPS3.5026.66"
"3248","5028-59","Scavenger receptor cysteine-rich type 1 protein M130","sCD163","Q86VB7","CD163","RFU",0.5,"2634.9","CD163.5028.59"
"3249","5029-3","Prolyl endopeptidase FAP","SEPR","Q12884","FAP","RFU",0.5,"873.2","FAP.5029.3"
"3250","5030-52","NAD-dependent protein deacetylase sirtuin-2","SIRT2","Q8IXJ6","SIRT2","RFU",0.5,"4665.4","SIRT2.5030.52"
"3251","5031-10","Spectrin alpha chain, non-erythrocytic 1","SPTA2","Q13813","SPTAN1","RFU",20,"293.0","SPTAN1.5031.10"
"3252","5032-64","FACT complex subunit SSRP1","SSRP1","Q08945","SSRP1","RFU",20,"399.2","SSRP1.5032.64"
"3253","5033-27","Tropomyosin alpha-1 chain","Tropomyosin 1 alpha chain","P09493","TPM1","RFU",20,"1189.0","TPM1.5033.27"
"3254","5034-79","Trypsin-2","Trypsin 2","P07478","PRSS2","RFU",0.5,"1898.2","PRSS2.5034.79"
"3255","5035-7","Thymidylate synthase","TS","P04818","TYMS","RFU",20,"409.1","TYMS.5035.7"
"3256","5036-50","Tumor necrosis factor-inducible gene 6 protein","TSG-6","P98066","TNFAIP6","RFU",20,"1159.7","TNFAIP6.5036.50"
"3257","5060-62","Programmed cell death 1 ligand 1","B7-H1","Q9NZQ7","CD274","RFU",20,"1409.1","CD274.5060.62"
"3258","5061-27","ICOS ligand","B7-H2","O75144","ICOSLG","RFU",20,"4762.8","ICOSLG.5061.27"
"3259","5062-60","CD226 antigen","CD226","Q15762","CD226","RFU",20,"1199.7","CD226.5062.60"
"3260","5063-12","Natural killer cell receptor 2B4","CD244","Q9BZW8","CD244","RFU",20,"121.9","CD244.5063.12"
"3261","5065-8","CD83 antigen","CD83","Q01151","CD83","RFU",20,"229.6","CD83.5065.8"
"3262","5066-134","CMRF35-like molecule 6","CLM6","Q08708","CD300C","RFU",0.5,"2292.8","CD300C.5066.134"
"3263","5069-9","Complement decay-accelerating factor","DAF","P08174","CD55","RFU",0.5,"10754.3","CD55.5069.9"
"3264","5070-76","Tumor necrosis factor receptor superfamily member 6B","DcR3","O95407","TNFRSF6B","RFU",20,"468.7","TNFRSF6B.5070.76"
"3265","5076-53","Ephrin type-A receptor 10","EPHAA","Q5JZY3","EPHA10","RFU",20,"172.8","EPHA10.5076.53"
"3266","5078-82","Ephrin type-B receptor 6","EphB6","O15197","EPHB6","RFU",0.5,"969.3","EPHB6.5078.82"
"3267","5082-51","X-linked interleukin-1 receptor accessory protein-like 2","IL-1 sR9","Q9NP60","IL1RAPL2","RFU",20,"759.0","IL1RAPL2.5082.51"
"3268","5085-18","Interleukin-20 receptor subunit alpha","IL-20 Ra","Q9UHF4","IL20RA","RFU",20,"283.9","IL20RA.5085.18"
"3269","5087-5","Interleukin-22 receptor subunit alpha-2","IL-22BP","Q969J5","IL22RA2","RFU",20,"1393.2","IL22RA2.5087.5"
"3270","5088-175","Interleukin-23 receptor","IL-23 R","Q5VWK5","IL23R","RFU",20,"1435.4","IL23R.5088.175"
"3271","5089-11","Interleukin-7 receptor subunit alpha","IL-7 Ra","P16871","IL7R","RFU",20,"404.0","IL7R.5089.11"
"3272","5090-49","Leukocyte immunoglobulin-like receptor subfamily B member 1","ILT-2","Q8NHL6","LILRB1","RFU",0.5,"1683.0","LILRB1.5090.49"
"3273","5091-28","Leukocyte immunoglobulin-like receptor subfamily B member 2","ILT-4","Q8N423","LILRB2","RFU",0.5,"7229.6","LILRB2.5091.28"
"3274","5092-51","Protein jagged-1","JAG1","P78504","JAG1","RFU",20,"1421.6","JAG1.5092.51"
"3275","5093-47","Protein jagged-2","JAG2","Q9Y219","JAG2","RFU",20,"430.6","JAG2.5093.47"
"3276","5094-62","Junctional adhesion molecule-like","JAML1","Q86YT9","AMICA1","RFU",20,"436.6","AMICA1.5094.62"
"3277","5095-21","Killer cell immunoglobulin-like receptor 2DL4","KI2L4","Q99706","KIR2DL4","RFU",20,"597.2","KIR2DL4.5095.21"
"3278","5096-51","Killer cell immunoglobulin-like receptor 3DL2","KI3L2","P43630","KIR3DL2","RFU",20,"383.0","KIR3DL2.5096.51"
"3279","5097-14","Killer cell immunoglobulin-like receptor 3DS1","KI3S1","Q14943","KIR3DS1","RFU",20,"557.9","KIR3DS1.5097.14"
"3280","5098-79","Killer cell lectin-like receptor subfamily F member 1","KLRF1","Q9NZS2","KLRF1","RFU",20,"446.3","KLRF1.5098.79"
"3281","5100-53","Lysosome membrane protein 2","LIMP II","Q14108","SCARB2","RFU",20,"428.9","SCARB2.5100.53"
"3282","5102-55","MHC class I polypeptide-related sequence B","MICB","Q29980","MICB","RFU",20,"402.5","MICB.5102.55"
"3283","5105-2","Reticulon-4 receptor","Nogo Receptor","Q9BZR6","RTN4R","RFU",0.5,"2012.2","RTN4R.5105.2"
"3284","5106-52","Neurogenic locus notch homolog protein 2","NOTC2","Q04721","NOTCH2","RFU",20,"439.7","NOTCH2.5106.52"
"3285","5107-7","Neurogenic locus notch homolog protein 1","Notch 1","P46531","NOTCH1","RFU",0.5,"16227.7","NOTCH1.5107.7"
"3286","5108-72","Neurogenic locus notch homolog protein 3","Notch-3","Q9UM47","NOTCH3","RFU",0.5,"42722.7","NOTCH3.5108.72"
"3287","5109-24","Neuronal cell adhesion molecule","Nr-CAM","Q92823","NRCAM","RFU",0.5,"441.6","NRCAM.5109.24"
"3288","5110-84","Neurexin-1-beta","NRX1B","P58400","NRXN1","RFU",20,"264.4","NRXN1.5110.84"
"3289","5111-15","Neurexin-3-beta","NRX3B","Q9HDB5","NRXN3","RFU",20,"3230.5","NRXN3.5111.15"
"3290","5112-73","OX-2 membrane glycoprotein","OX2G","P41217","CD200","RFU",20,"1519.8","CD200.5112.73"
"3291","5114-65","Prolactin receptor","Prolactin Receptor","P16471","PRLR","RFU",20,"1632.6","PRLR.5114.65"
"3292","5116-62","Roundabout homolog 2","ROBO2","Q9HCK4","ROBO2","RFU",0.5,"1593.9","ROBO2.5116.62"
"3293","5117-14","Roundabout homolog 3","ROBO3","Q96MS0","ROBO3","RFU",20,"434.3","ROBO3.5117.14"
"3294","5121-3","Semaphorin-6B","SEM6B","Q9H3T3","SEMA6B","RFU",20,"1738.9","SEMA6B.5121.3"
"3295","5124-69","Intercellular adhesion molecule 5","sICAM-5","Q9UMF0","ICAM5","RFU",20,"4719.9","ICAM5.5124.69"
"3296","5128-53","SLAM family member 6","SLAF6","Q96DU3","SLAMF6","RFU",20,"369.8","SLAMF6.5128.53"
"3297","5129-12","Scavenger receptor class F member 1","SREC-I","Q14162","SCARF1","RFU",0.5,"3203.5","SCARF1.5129.12"
"3298","5131-15","Tumor necrosis factor receptor superfamily member 19","TAJ","Q9NS68","TNFRSF19","RFU",20,"794.7","TNFRSF19.5131.15"
"3299","5132-71","Interleukin-27 receptor subunit alpha","TCCR","Q6UWB1","IL27RA","RFU",20,"11272.5","IL27RA.5132.71"
"3300","5133-17","TGF-beta receptor type-2","TGF-b R II","P37173","TGFBR2","RFU",20,"1352.8","TGFBR2.5133.17"
"3301","5134-52","Hepatitis A virus cellular receptor 2","TIMD3","Q8TDQ0","HAVCR2","RFU",20,"3567.7","HAVCR2.5134.52"
"3302","5138-50","Tumor necrosis factor receptor superfamily member 12A","TWEAKR","Q9NP84","TNFRSF12A","RFU",20,"561.8","TNFRSF12A.5138.50"
"3303","5139-32","Netrin receptor UNC5C","UNC5H3","O95185","UNC5C","RFU",0.5,"13840.3","UNC5C.5139.32"
"3304","5178-5","High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A","PDE7A","Q13946","PDE7A","RFU",20,"318.9","PDE7A.5178.5"
"3305","5183-53","AMP Kinase (alpha1beta1gamma1)","AMPK a1b1g1","Q13131 Q9Y478 P54619","PRKAA1 PRKAB1 PRKAG1","RFU",20,"442.9","PRKAA1.PRKAB1.PRKAG1.5183.53"
"3306","5196-7","Glycylpeptide N-tetradecanoyltransferase 1","NMT1","P30419","NMT1","RFU",20,"590.2","NMT1.5196.7"
"3307","5201-50","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A","PDE9A","O76083","PDE9A","RFU",20,"243.2","PDE9A.5201.50"
"3308","5202-4","Peptidyl-prolyl cis-trans isomerase D","PPID","Q08752","PPID","RFU",20,"230.4","PPID.5202.4"
"3309","5204-13","Proteasome activator complex subunit 3","PSME3","P61289","PSME3","RFU",20,"259.9","PSME3.5204.13"
"3310","5223-59","Glucokinase regulatory protein","GCKR","Q14397","GCKR","RFU",20,"570.0","GCKR.5223.59"
"3311","5224-20","Casein kinase II subunit alpha","CSK21","P68400","CSNK2A1","RFU",20,"129.6","CSNK2A1.5224.20"
"3312","5225-50","Casein kinase II 2-alpha:2-beta heterotetramer","CK2-A1:B","P68400 P67870","CSNK2A1 CSNK2B","RFU",20,"3628.7","CSNK2A1.CSNK2B.5225.50"
"3313","5226-36","Casein kinase II 2-alpha':2-beta heterotetramer","CK2-A2:B","P19784 P67870","CSNK2A2 CSNK2B","RFU",20,"334.5","CSNK2A2.CSNK2B.5226.36"
"3314","5228-25","Kinesin-like protein KIF23","KIF23","Q02241","KIF23","RFU",20,"285.1","KIF23.5228.25"
"3315","5229-90","Inosine-5'-monophosphate dehydrogenase 1","IMDH1","P20839","IMPDH1","RFU",20,"1396.0","IMPDH1.5229.90"
"3316","5230-99","3-hydroxy-3-methylglutaryl-coenzyme A reductase","HMGR","P04035","HMGCR","RFU",20,"280.2","HMGCR.5230.99"
"3317","5231-79","Proprotein convertase subtilisin/kexin type 9","PCSK9","Q8NBP7","PCSK9","RFU",0.5,"49584.9","PCSK9.5231.79"
"3318","5236-2","Nuclear receptor subfamily 1 group D member 1","NR1D1","P20393","NR1D1","RFU",20,"482.5","NR1D1.5236.2"
"3319","5238-26","Peptidyl-prolyl cis-trans isomerase E","PPIE","Q9UNP9","PPIE","RFU",20,"490.1","PPIE.5238.26"
"3320","5242-37","Dual specificity mitogen-activated protein kinase kinase 4","MP2K4","P45985","MAP2K4","RFU",0.5,"23563.2","MAP2K4.5242.37"
"3321","5245-40","AMP Kinase (alpha2beta2gamma1)","AMPK a2b2g1","P54646 O43741 P54619","PRKAA2 PRKAB2 PRKAG1","RFU",20,"929.2","PRKAA2.PRKAB2.PRKAG1.5245.40"
"3322","5246-64","cGMP-dependent 3',5'-cyclic phosphodiesterase","cGMP-stimulated PDE","O00408","PDE2A","RFU",0.005,"289.1","PDE2A.5246.64"
"3323","5248-68","Peptidyl-prolyl cis-trans isomerase F, mitochondrial","Cyclophilin F","P30405","PPIF","RFU",20,"3109.5","PPIF.5248.68"
"3324","5249-31","Serine/threonine-protein kinase 17B","DRAK2","O94768","STK17B","RFU",0.5,"455.6","STK17B.5249.31"
"3325","5250-53","Inosine-5'-monophosphate dehydrogenase 2","IMDH2","P12268","IMPDH2","RFU",0.5,"955.9","IMPDH2.5250.53"
"3326","5252-33","Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A","PDE11","Q9HCR9","PDE11A","RFU",20,"2747.8","PDE11A.5252.33"
"3327","5253-1","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A","PDE1A","P54750","PDE1A","RFU",20,"2491.6","PDE1A.5253.1"
"3328","5254-69","cGMP-inhibited 3',5'-cyclic phosphodiesterase A","PDE3A","Q14432","PDE3A","RFU",20,"423.5","PDE3A.5254.69"
"3330","5256-86","cGMP-specific 3',5'-cyclic phosphodiesterase","PDE5A","O76074","PDE5A","RFU",20,"2041.0","PDE5A.5256.86"
"3331","5259-2","Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion","TAK1-TAB1","O43318 Q15750","MAP3K7 TAB1","RFU",20,"640.0","MAP3K7.TAB1.5259.2"
"3332","5260-80","Non-receptor tyrosine-protein kinase TYK2","TYK2","P29597","TYK2","RFU",20,"1677.9","TYK2.5260.80"
"3333","5261-13","Abelson tyrosine-protein kinase 2","ABL2","P42684","ABL2","RFU",20,"938.0","ABL2.5261.13"
"3334","5262-57","Breast cancer anti-estrogen resistance protein 3","BCAR3","O75815","BCAR3","RFU",20,"1880.6","BCAR3.5262.57"
"3335","5264-65","Calreticulin","calreticulin","P27797","CALR","RFU",20,"1057.8","CALR.5264.65"
"3336","5265-12","GRB2-related adapter protein 2","GRB2-related adapter protein 2","O75791","GRAP2","RFU",20,"247.2","GRAP2.5265.12"
"3337","5268-49","Matrix metalloproteinase-16","MMP-16","P51512","MMP16","RFU",20,"565.8","MMP16.5268.49"
"3338","5272-55","SHC-transforming protein 1","SHC1","P29353","SHC1","RFU",20,"1689.7","SHC1.5272.55"
"3339","5275-28","Proto-oncogene vav","VAV","P15498","VAV1","RFU",20,"911.7","VAV1.5275.28"
"3340","5280-68","Mitochondrial glutamate carrier 2","GHC2","Q9H1K4","SLC25A18","RFU",20,"304.2","SLC25A18.5280.68"
"3341","5301-7","Eotaxin","Eotaxin","P51671","CCL11","RFU",20,"10581.4","CCL11.5301.7"
"3342","5307-12","Coagulation factor IXab","Coagulation Factor IXab","P00740","F9","RFU",0.005,"8976.3","F9.5307.12"
"3343","5312-49","Apolipoprotein E (isoform E2)","Apo E2","P02649","APOE","RFU",0.005,"93052.4","APOE.5312.49"
"3344","5315-22","Troponin T, cardiac muscle","Troponin T","P45379","TNNT2","RFU",20,"1573.5","TNNT2.5315.22"
"3345","5316-54","Prothrombin","Prothrombin","P00734","F2","RFU",0.005,"137801.1","F2.5316.54"
"3346","5335-73","Annexin A6","annexin VI","P08133","ANXA6","RFU",20,"2444.8","ANXA6.5335.73"
"3347","5337-64","T-lymphocyte activation antigen CD86","B7-2","P42081","CD86","RFU",20,"808.1","CD86.5337.64"
"3348","5339-49","Protein S100-A9","calgranulin B","P06702","S100A9","RFU",20,"4291.9","S100A9.5339.49"
"3349","5340-24","Caspase-10","Caspase-10","Q92851","CASP10","RFU",0.5,"2446.1","CASP10.5340.24"
"3350","5343-74","Carboxypeptidase E","CBPE","P16870","CPE","RFU",20,"1127.8","CPE.5343.74"
"3351","5345-51","Cytoskeleton-associated protein 2","CKAP2","Q8WWK9","CKAP2","RFU",0.5,"11046.2","CKAP2.5345.51"
"3352","5346-24","Copine-1","CPNE1","Q99829","CPNE1","RFU",20,"7237.5","CPNE1.5346.24"
"3353","5347-59","G2/mitotic-specific cyclin-B1","Cyclin B1","P14635","CCNB1","RFU",20,"436.1","CCNB1.5347.59"
"3354","5349-69","Delta-like protein 1","DLL1","O00548","DLL1","RFU",0.5,"1176.4","DLL1.5349.69"
"3355","5350-14","Glypican-6","GPC6","Q9Y625","GPC6","RFU",0.5,"1459.5","GPC6.5350.14"
"3356","5351-52","Heterogeneous nuclear ribonucleoproteins A2/B1","hnRNP A2/B1","P22626","HNRNPA2B1","RFU",0.5,"1204.1","HNRNPA2B1.5351.52"
"3357","5352-11","Tumor necrosis factor receptor superfamily member 14","HVEM","Q92956","TNFRSF14","RFU",20,"477.2","TNFRSF14.5352.11"
"3358","5353-89","Interleukin-1 receptor antagonist protein","IL-1Ra","P18510","IL1RN","RFU",20,"1989.9","IL1RN.5353.89"
"3359","5354-11","Keratin, type I cytoskeletal 18","Keratin 18","P05783","KRT18","RFU",20,"241.1","KRT18.5354.11"
"3360","5355-69","Tumor necrosis factor ligand superfamily member 14","LIGHT","O43557","TNFSF14","RFU",20,"490.3","TNFSF14.5355.69"
"3361","5357-60","Neuroligin-4, X-linked","NLGNX","Q8N0W4","NLGN4X","RFU",20,"340.1","NLGN4X.5357.60"
"3362","5358-3","Osteomodulin","OMD","Q99983","OMD","RFU",0.5,"8992.4","OMD.5358.3"
"3363","5359-65","Serine/threonine-protein kinase pim-1","PIM1","P11309","PIM1","RFU",20,"1067.7","PIM1.5359.65"
"3364","5360-9","RAC-beta serine/threonine-protein kinase","PKB beta","P31751","AKT2","RFU",20,"1655.0","AKT2.5360.9"
"3365","5363-51","Semaphorin-3E","Semaphorin 3E","O15041","SEMA3E","RFU",20,"1646.5","SEMA3E.5363.51"
"3366","5364-7","Protein SET","SET","Q01105","SET","RFU",0.5,"11286.3","SET.5364.7"
"3367","5383-14","Tumor necrosis factor receptor superfamily member 13C","BAFF Receptor","Q96RJ3","TNFRSF13C","RFU",0.5,"873.7","TNFRSF13C.5383.14"
"3368","5392-73","Tumor necrosis factor receptor superfamily member 6","Fas, soluble","P25445","FAS","RFU",20,"16601.3","FAS.5392.73"
"3369","5400-52","Leptin receptor, soluble","sLeptin R","P48357","LEPR","RFU",0.5,"1409.3","LEPR.5400.52"
"3370","5404-53","Tumor necrosis factor receptor superfamily member 21","DR6","O75509","TNFRSF21","RFU",0.5,"4886.8","TNFRSF21.5404.53"
"3371","5410-53","Cadherin-15","CAD15","P55291","CDH15","RFU",0.5,"538.0","CDH15.5410.53"
"3372","5412-53","CD27 antigen","CD27","P26842","CD27","RFU",0.005,"1731.9","CD27.5412.53"
"3373","5430-66","Tyrosine-protein phosphatase non-receptor type substrate 1","SHPS1","P78324","SIRPA","RFU",20,"5473.1","SIRPA.5430.66"
"3374","5437-63","Fatty acid-binding protein, heart","FABP","P05413","FABP3","RFU",0.5,"15228.7","FABP3.5437.63"
"3375","5440-26","Troponin I, fast skeletal muscle","Troponin I, skeletal, fast twitch","P48788","TNNI2","RFU",20,"7659.1","TNNI2.5440.26"
"3376","5441-67","Troponin I, cardiac muscle","Troponin I","P19429","TNNI3","RFU",20,"356.3","TNNI3.5441.67"
"3377","5443-62","Atrial natriuretic factor","ANP","P01160","NPPA","RFU",20,"1103.8","NPPA.5443.62"
"3378","5451-1","CD166 antigen","ALCAM","Q13740","ALCAM","RFU",0.5,"9783.2","ALCAM.5451.1"
"3379","5452-71","Asialoglycoprotein receptor 1","ASGR1","P07306","ASGR1","RFU",20,"2209.9","ASGR1.5452.71"
"3380","5456-59","Beta-Ala-His dipeptidase","CNDP1","Q96KN2","CNDP1","RFU",0.005,"7170.5","CNDP1.5456.59"
"3381","5457-5","Collectin-12","COLEC12","Q5KU26","COLEC12","RFU",20,"2107.6","COLEC12.5457.5"
"3382","5459-33","Cystatin-SN","CYTN","P01037","CST1","RFU",0.5,"1074.5","CST1.5459.33"
"3383","5460-60","ATP-dependent RNA helicase DDX19B","DEAD-box protein 19B","Q9UMR2","DDX19B","RFU",20,"742.9","DDX19B.5460.60"
"3384","5462-62","Ficolin-3","Ficolin-3","O75636","FCN3","RFU",0.005,"812.1","FCN3.5462.62"
"3385","5463-22","Growth arrest-specific protein 1","GAS1","P54826","GAS1","RFU",20,"8219.5","GAS1.5463.22"
"3386","5464-52","Growth factor receptor-bound protein 2","GRB2 adapter protein","P62993","GRB2","RFU",20,"4941.7","GRB2.5464.52"
"3387","5465-32","Heparan-sulfate 6-O-sulfotransferase 1","H6ST1","O60243","HS6ST1","RFU",0.5,"1327.9","HS6ST1.5465.32"
"3388","5467-15","Heat shock protein HSP 90-beta","HSP 90b","P08238","HSP90AB1","RFU",0.5,"12363.9","HSP90AB1.5467.15"
"3389","5468-67","Interleukin-17 receptor C","IL-17 RC","Q8NAC3","IL17RC","RFU",20,"898.3","IL17RC.5468.67"
"3390","5475-10","Protein kinase C beta type (splice variant beta-II)","PKC-B-II","P05771","PRKCB","RFU",20,"5457.2","PRKCB.5475.10"
"3391","5476-66","Protein kinase C gamma type","PKC-G","P05129","PRKCG","RFU",20,"220.5","PRKCG.5476.66"
"3392","5478-50","Glutamate carboxypeptidase 2","PSMA","Q04609","FOLH1","RFU",20,"223.6","FOLH1.5478.50"
"3393","5480-49","C-C motif chemokine 5","RANTES","P13501","CCL5","RFU",0.5,"16551.7","CCL5.5480.49"
